id	reg	vb	hinc	hmem	hint	fixline	hcar	sex	agecat	marits	red	empst	hhead	pinc	sim	seg_ls	q74#1	q74#2	q74#3	q74#4	q74#5	q74#6	q74#7	q74#8	q74#9	q65#13	q65#17	q65#18	q40_23	q75_1	q78_1
2252	32	5	13	3	1	1	1	2	3	2	3	2	2	17	1	6	1	1	1	0	0	1	1	0	1	1	0	0	2	30	30
2253	11	6	16	5	1	1	2	2	5	2	3	2	2	17	1	3	1	1	1	1	1	0	1	1	0	1	1	0	1	240	120
2254	62	1	13	5	1	1	2	1	5	2	3	2	1	14	1	3	1	1	0	0	0	0	1	0	0	1	0	0	1	150	60
2255	21	2	15	1	1	1	3	2	6	2	3	2	1	15	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	480	300
2256	21	2	13	4	1	2	2	1	2	1	4	1	2	26	1	6	1	1	0	1	1	0	1	1	0	1	1	0	1	300	100
2257	21	4	14	4	1	1	3	2	1	1	1	1	1	 	1	6	1	1	0	1	0	0	0	1	1	1	1	1	1	180	400
2258	62	5	13	5	2	2	2	2	4	2	2	6	2	19	1	6	1	1	1	1	0	1	0	0	0	1	1	0	2	50	30
2259	21	2	16	3	1	1	3	1	6	2	4	2	1	16	1	3	1	1	1	0	1	0	0	0	0	1	0	0	3	100	60
2260	31	5	14	5	1	1	2	2	5	2	4	6	2	14	1	3	1	1	1	0	1	0	0	0	0	0	1	0	2	20	20
2261	11	6	13	4	1	2	1	1	6	2	3	2	2	17	1	6	1	1	1	0	0	1	0	0	0	1	1	0	3	30	60
2262	81	3	15	4	1	2	3	1	5	2	3	2	2	19	1	6	1	1	1	1	1	1	0	0	1	1	1	0	6	60	120
2263	11	6	13	2	1	2	1	2	3	3	3	2	1	15	1	6	1	1	1	0	1	1	0	0	0	0	1	0	2	450	120
2264	11	6	14	3	1	1	3	2	1	1	3	1	2	28	1	6	1	1	1	0	1	0	0	1	1	1	1	0	1	60	120
2265	81	1	15	5	1	2	1	1	3	2	2	2	1	18	1	5	1	1	0	0	0	0	0	0	1	1	1	0	4	15	30
2266	21	2	13	4	1	2	1	1	5	2	3	2	1	14	1	8	1	1	1	0	1	1	0	1	0	1	0	1	1	240	60
2267	71	1	14	4	1	1	1	1	3	2	4	2	1	15	1	6	1	1	1	0	1	1	1	1	0	1	1	0	1	100	60
2268	42	5	13	5	1	2	2	2	5	2	3	2	2	18	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	180	60
2269	21	1	14	2	1	2	1	2	3	2	4	2	2	17	1	6	1	1	1	1	0	0	1	1	1	1	1	0	1	300	150
2270	53	4	16	4	1	2	2	2	4	2	2	6	2	23	1	1	1	1	1	0	1	0	1	0	0	1	1	0	2	45	120
2271	11	6	14	4	1	1	2	1	1	1	1	1	2	30	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	150	500
2272	32	3	14	4	1	1	2	1	1	1	2	2	2	19	1	5	1	1	0	1	1	0	1	0	0	1	0	1	1	500	300
2273	81	5	11	4	1	1	1	2	5	2	2	6	2	29	1	3	1	0	1	1	0	0	0	0	0	1	1	0	2	60	60
2274	62	1	16	5	1	2	1	1	5	2	3	2	1	19	1	2	1	1	1	0	0	0	1	0	0	1	1	0	1	60	90
2275	81	2	14	4	1	1	1	1	4	2	2	2	2	17	1	6	1	1	1	1	1	0	1	1	0	1	1	1	1	180	300
2276	11	6	13	4	1	1	1	1	4	2	3	2	1	15	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	200	240
2277	11	6	15	3	1	2	1	2	3	4	2	2	1	21	1	2	1	0	0	1	1	0	0	1	0	1	1	0	1	300	300
2278	11	6	13	4	1	1	2	1	6	2	3	8	1	16	1	8	1	1	1	0	1	1	1	0	1	1	1	0	1	360	180
2279	42	3	16	3	2	2	3	1	5	2	4	2	1	16	1	4	1	1	0	0	0	0	0	0	0	1	1	0	1	60	20
2280	81	1	16	4	1	2	1	2	1	1	3	1	1	 	1	6	1	1	1	0	0	0	0	1	1	1	1	0	1	600	720
2281	42	4	13	2	1	1	1	2	3	2	4	2	2	16	1	3	1	1	1	0	1	1	0	1	0	1	1	0	1	70	50
2282	21	1	16	3	1	1	1	1	6	2	3	2	1	16	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	60	120
2283	61	1	13	5	1	1	2	2	6	2	1	9	2	30	1	3	0	1	0	0	0	0	0	1	0	0	0	0	6	0	5
2284	72	4	14	4	1	2	1	2	6	5	1	9	2	22	1	1	0	0	0	0	0	1	0	0	0	0	0	0	5	20	10
2285	42	3	16	3	1	1	1	2	5	3	1	6	1	28	1	2	1	0	1	0	1	0	1	1	1	1	1	0	1	240	360
2286	42	5	15	4	1	1	2	2	5	4	3	2	1	17	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	60	240
2287	32	3	12	7	1	2	2	2	5	2	4	2	1	17	1	6	1	1	1	0	1	1	0	0	0	1	1	0	4	30	40
2288	81	2	15	3	1	2	2	1	5	1	1	2	2	17	1	2	1	1	1	1	1	1	0	1	0	1	1	0	1	240	300
2289	31	1	13	5	1	2	1	1	1	1	1	7	2	 	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	180	540
2290	53	4	13	2	1	2	1	1	4	2	2	4	1	14	1	2	1	1	1	0	1	0	0	0	0	0	0	1	1	45	45
2291	42	4	13	4	1	2	2	1	1	1	3	2	2	20	1	5	1	1	1	0	1	1	0	1	1	1	0	1	1	360	360
2292	51	4	13	4	1	2	2	1	1	1	1	1	2	 	1	6	1	1	1	0	1	0	1	1	1	1	1	1	1	60	100
2293	21	4	11	5	1	2	1	2	2	1	2	2	2	21	1	7	1	1	1	0	0	1	0	1	1	1	0	1	1	300	400
2294	21	2	13	4	1	1	1	2	5	2	4	2	2	16	1	6	1	1	0	0	0	0	0	0	0	0	1	0	2	20	0
2295	81	4	11	10	1	2	2	1	4	2	1	2	1	14	1	2	1	1	0	1	0	1	1	0	0	1	1	0	2	480	120
2296	81	5	23	5	1	1	3	2	4	2	1	6	1	23	1	3	1	1	0	0	0	1	0	0	0	1	0	1	1	120	20
2297	11	6	14	5	1	2	2	2	2	1	2	2	2	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	120	360
2298	42	5	12	3	1	1	2	1	1	1	1	1	2	 	1	8	1	1	1	1	1	0	0	1	1	1	1	0	1	180	240
2299	31	1	15	2	1	2	3	2	5	3	1	9	1	22	1	6	1	1	0	0	1	0	0	0	1	1	1	0	1	480	300
2300	52	2	12	5	1	2	2	2	5	2	2	2	2	17	1	3	1	1	1	1	1	0	1	1	1	1	0	1	5	500	500
2301	62	3	15	3	1	2	1	2	4	2	2	2	2	20	1	3	1	1	1	0	1	0	0	1	0	1	0	0	2	60	180
2302	81	5	14	3	1	2	1	2	4	2	4	6	2	22	1	3	1	1	1	0	1	1	0	0	0	1	1	1	1	90	90
2303	81	5	17	4	1	1	1	2	4	2	3	2	2	18	1	3	1	1	1	0	0	0	0	0	0	1	1	0	2	120	120
2304	81	4	14	3	1	2	1	1	4	2	2	2	1	14	1	3	1	1	1	0	1	0	0	0	0	1	0	1	1	120	120
2305	81	5	16	3	1	2	1	1	5	2	1	2	1	18	1	2	1	1	1	0	1	1	0	1	0	1	0	0	1	20	120
2306	21	1	19	2	1	2	1	2	6	5	2	2	1	19	1	8	1	0	1	0	0	0	0	1	0	1	1	0	1	120	120
2307	51	1	14	4	1	2	1	2	4	3	3	2	2	21	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	30	0
2308	21	2	16	4	 	2	1	2	1	1	1	1	2	 	1	2	1	0	0	1	0	0	0	1	1	1	1	0	1	60	100
2309	31	4	14	3	4	2	2	1	2	1	1	1	2	31	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	500	100
2310	81	1	14	3	1	1	1	1	6	2	4	2	1	17	1	3	1	1	1	0	1	1	0	1	1	1	1	0	5	300	50
2311	62	4	14	5	1	2	1	1	1	1	2	7	2	 	1	7	1	1	1	1	1	0	1	1	1	1	1	0	1	60	180
2312	61	2	13	7	1	2	2	2	2	1	3	1	2	 	1	2	1	1	1	1	0	0	1	1	0	1	1	0	1	60	100
2313	51	3	13	2	1	2	1	2	6	3	4	8	1	17	1	1	1	1	1	0	1	1	0	0	0	1	0	1	2	60	90
2314	42	4	13	4	1	2	1	2	6	2	4	2	1	16	1	6	1	1	0	0	0	1	0	0	0	0	0	0	1	60	0
2315	71	5	14	3	1	1	1	1	1	1	1	1	2	 	1	8	1	1	0	1	1	1	1	0	1	1	1	0	1	500	600
2316	51	5	19	2	1	2	1	1	6	2	4	7	1	19	1	6	1	1	1	0	0	1	0	0	1	1	1	0	1	120	240
2317	42	5	13	5	1	2	2	1	4	2	3	2	1	16	1	2	1	1	1	0	1	1	1	1	0	1	0	1	1	240	60
2318	62	5	14	4	1	1	1	2	6	2	4	9	2	20	1	3	0	1	1	0	0	0	0	0	0	1	0	0	6	0	0
2319	72	3	17	4	1	2	1	1	2	1	2	4	2	19	2	2	1	1	1	0	0	0	0	0	0	1	0	0	1	120	400
2320	71	3	17	1	3	2	1	2	6	2	1	9	2	21	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2321	81	4	14	2	3	2	2	1	6	2	1	4	2	18	1	6	1	1	1	0	0	0	0	0	0	0	0	0	6	30	30
2322	53	2	14	4	1	1	2	1	4	2	1	2	1	16	1	6	1	1	1	1	1	0	1	0	1	1	1	0	2	30	60
2323	51	5	12	6	1	2	2	1	5	2	2	4	1	16	1	3	0	1	0	0	0	0	0	0	0	1	1	0	3	15	0
2324	53	1	12	4	1	2	2	1	2	1	1	1	2	 	1	2	1	1	1	0	0	0	1	1	0	1	1	0	1	120	120
2325	11	6	14	2	1	2	2	2	2	3	4	1	2	22	1	6	1	1	1	1	1	1	0	1	0	1	1	0	1	60	120
2326	31	4	14	2	1	2	2	2	2	3	2	2	2	19	1	7	1	1	0	0	0	1	1	0	0	1	1	0	1	300	400
2327	81	2	15	4	1	2	1	2	1	1	3	1	2	 	1	6	1	0	0	0	0	0	1	1	1	1	1	0	1	180	240
2328	51	1	11	7	1	1	1	1	6	2	1	4	1	11	1	3	0	1	1	0	0	0	0	0	0	0	0	0	6	10	10
2329	21	3	12	3	1	2	1	2	3	2	4	2	2	14	1	2	1	1	1	1	1	1	0	1	0	1	1	1	1	300	300
2330	72	2	12	4	1	1	2	2	1	1	3	1	1	31	1	3	1	1	1	0	1	0	1	1	1	1	1	1	1	30	60
2331	51	3	14	4	1	2	1	2	2	3	1	2	1	19	1	3	1	1	1	1	0	1	1	1	1	1	1	0	2	60	60
2332	32	5	15	4	1	1	3	1	6	2	4	2	1	19	1	6	1	1	0	0	0	1	0	0	0	1	1	0	1	30	30
2333	61	4	12	4	1	1	2	1	6	2	4	2	2	16	1	8	1	1	1	1	1	1	1	1	1	1	1	0	1	180	180
2334	81	2	14	2	1	1	1	2	6	4	4	8	2	18	1	6	1	1	1	0	0	1	0	0	0	1	1	0	1	60	100
2335	62	1	13	5	1	2	2	1	4	2	2	2	1	17	1	6	1	1	1	0	1	0	1	1	1	1	1	1	1	240	600
2336	71	3	17	3	1	2	3	2	5	4	2	2	1	19	1	6	0	1	0	0	0	0	0	0	0	1	1	0	6	10	10
2337	11	6	12	5	1	1	1	2	6	4	2	9	1	22	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2338	62	5	17	2	1	2	3	1	2	1	4	1	1	19	1	6	1	1	1	1	1	1	1	1	0	1	1	0	1	300	500
2339	61	1	15	4	2	2	1	2	4	2	3	2	2	21	1	6	1	1	1	1	1	0	0	1	0	1	1	0	3	60	60
2340	11	6	15	2	1	1	1	2	5	1	4	2	1	15	1	6	1	1	1	0	1	1	0	1	0	1	0	0	1	120	60
2341	42	5	17	2	1	2	3	1	6	2	3	9	1	20	1	3	1	1	1	0	0	0	1	0	0	1	1	0	1	60	60
2342	21	3	14	2	1	1	1	2	2	2	2	2	2	22	1	3	1	1	1	1	1	0	1	0	0	1	1	0	1	60	120
2343	51	1	12	5	1	1	2	1	1	1	3	1	2	 	1	2	1	1	0	0	0	0	1	1	1	1	1	0	1	60	600
2344	52	4	16	4	1	2	1	1	1	1	1	1	1	 	1	2	1	1	0	1	0	0	1	1	0	1	1	0	2	60	120
2345	21	1	14	3	1	1	1	2	5	4	4	4	1	14	1	3	1	1	0	0	1	0	0	0	0	1	1	0	1	20	20
2346	71	4	15	3	1	2	2	2	2	1	4	1	1	26	1	2	1	1	1	0	1	1	0	1	1	1	1	1	1	120	150
2347	52	2	13	4	1	1	1	2	2	1	4	1	2	 	1	6	1	1	1	1	0	0	1	1	1	1	1	0	1	120	240
2348	41	2	15	3	1	2	1	1	3	4	3	2	1	17	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	60	120
2349	81	5	13	4	1	1	2	2	5	2	3	2	2	19	1	3	1	1	0	0	0	0	0	0	0	1	0	0	5	140	60
2350	51	3	13	6	1	1	2	1	1	1	2	1	2	30	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	120	300
2351	31	1	14	2	1	2	2	2	2	3	4	2	1	18	1	6	1	1	1	0	1	1	0	1	1	1	0	1	2	60	90
2352	51	2	15	3	1	1	1	1	4	2	1	2	1	17	1	8	1	1	1	0	1	1	1	1	1	1	0	0	1	60	180
2353	42	3	12	6	1	1	1	2	6	2	4	9	2	19	1	3	1	0	1	1	0	0	0	0	0	1	1	0	2	120	0
2354	81	3	15	5	1	1	1	2	4	2	2	2	2	19	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	30	60
2355	11	6	11	6	1	1	2	2	3	2	4	2	1	14	1	6	1	1	0	1	1	1	0	0	0	1	1	1	2	120	20
2356	31	1	14	5	1	1	1	1	4	2	4	2	1	15	1	2	1	1	1	1	1	0	0	0	0	1	1	0	2	60	60
2357	53	3	17	2	1	2	1	2	6	5	1	6	1	25	1	8	0	0	0	0	0	0	0	0	0	1	0	0	1	120	180
2358	81	5	16	3	1	2	1	2	6	2	1	2	2	22	1	5	0	0	0	0	0	0	0	0	0	1	1	0	3	30	0
2359	11	6	14	3	1	1	3	1	1	1	1	1	2	31	1	8	1	1	1	1	1	1	1	1	1	1	1	0	1	420	600
2360	42	4	16	3	1	1	1	2	5	2	2	2	2	21	1	3	1	0	0	1	0	0	0	0	0	1	1	0	1	60	90
2361	11	6	13	4	1	1	1	1	4	2	4	2	1	13	1	2	1	1	1	0	0	0	0	1	0	0	1	0	1	60	90
2362	61	4	15	2	3	1	3	1	6	4	4	2	1	16	1	2	1	1	1	0	0	0	0	0	0	1	1	1	3	120	300
2363	62	2	17	4	1	2	1	1	6	2	2	2	1	22	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	10	10
2364	81	1	14	4	1	2	1	1	5	2	2	2	2	17	1	3	1	0	0	0	0	0	0	0	0	0	0	0	2	60	60
2365	32	4	17	3	1	2	3	2	2	1	3	2	2	22	1	3	1	1	1	0	1	1	1	1	1	1	1	0	1	90	120
2366	71	2	11	4	1	1	1	1	5	2	2	2	1	11	1	2	1	1	0	1	0	1	0	1	0	1	0	0	2	120	180
2367	62	5	25	3	5	1	1	2	6	5	1	7	1	25	1	6	0	0	0	0	1	0	0	0	0	0	0	0	6	20	0
2368	81	2	16	3	3	2	1	2	4	2	3	2	2	19	1	3	1	1	0	0	0	0	0	0	0	1	1	0	3	15	15
2369	42	1	13	6	1	2	1	1	3	2	3	2	1	16	1	3	1	1	1	1	0	0	0	0	0	1	1	0	1	180	180
2370	53	3	17	4	1	2	1	2	4	2	3	6	2	17	1	1	1	1	1	1	0	0	0	0	0	1	0	0	2	20	0
2371	72	2	15	3	1	2	2	2	2	3	4	1	2	 	1	6	1	1	1	1	1	1	0	1	1	1	1	0	1	180	360
2372	81	2	15	5	1	2	1	2	4	2	3	2	2	19	1	2	1	1	0	1	0	0	1	0	1	1	1	0	1	60	80
2373	42	2	14	4	1	2	2	1	2	1	2	2	2	18	1	4	1	0	0	0	0	0	0	0	0	0	0	0	6	5	5
2374	71	4	14	4	1	2	1	2	3	2	4	6	2	22	1	3	1	1	1	0	0	1	1	1	0	1	0	0	1	40	30
2375	31	2	13	3	1	1	1	1	6	2	3	5	1	15	1	6	1	1	1	0	0	0	0	0	0	1	1	0	1	60	120
2376	51	2	17	3	1	2	1	1	1	1	1	1	2	 	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	120	180
2377	31	3	18	4	1	1	3	2	1	1	2	1	2	 	1	5	1	1	1	1	0	0	1	1	1	1	1	0	1	190	360
2378	81	2	16	4	1	2	1	2	3	2	2	6	2	22	1	4	1	0	0	0	0	1	0	0	0	0	0	0	1	4	4
2379	21	2	11	4	1	2	2	2	5	2	4	5	2	 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	4	120	120
2380	21	3	15	5	1	2	2	2	1	1	1	1	2	 	1	6	0	1	0	0	0	0	0	1	0	1	0	0	1	120	120
2381	71	2	12	4	1	2	2	1	1	1	1	1	2	31	1	7	1	1	1	1	0	1	0	1	1	1	1	0	1	240	300
2382	41	4	20	1	1	1	1	2	6	5	4	4	1	20	1	6	1	1	1	1	0	1	1	1	1	1	0	0	1	180	200
2383	32	5	15	3	1	1	3	1	5	1	1	2	1	20	1	6	1	0	0	1	0	0	0	1	0	1	1	0	1	60	80
2384	32	5	17	4	1	2	1	1	6	2	2	2	1	18	1	4	1	1	1	0	0	1	0	0	1	0	1	0	4	60	60
2385	81	1	11	5	1	2	2	1	5	2	4	2	2	13	1	2	1	1	1	0	1	1	0	1	0	1	0	1	6	240	180
2386	81	4	14	3	1	1	2	2	6	2	1	2	2	25	1	3	0	1	0	0	0	0	0	0	0	1	1	1	6	0	0
2387	32	5	16	1	1	2	2	2	5	4	2	2	1	16	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	480	480
2388	21	3	13	3	1	2	1	1	2	1	4	2	1	16	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	90	240
2389	62	3	13	4	1	2	1	2	4	2	1	2	1	18	1	3	1	1	1	1	0	0	0	0	0	1	1	0	1	60	120
2390	11	6	16	1	1	1	1	2	6	5	2	9	1	21	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2391	53	1	16	3	1	2	1	2	6	2	2	2	2	20	1	3	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0
2392	62	1	15	4	5	2	1	2	6	2	2	9	2	25	2	1	0	1	0	0	0	0	0	0	0	0	0	0	6	30	15
2393	51	1	15	5	1	2	2	1	3	1	1	2	2	16	1	6	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0
2394	31	4	16	2	1	1	1	2	5	5	4	2	1	16	1	3	1	1	1	0	0	0	0	0	0	1	1	0	4	60	60
2395	31	2	15	4	1	2	2	1	5	4	2	5	1	15	1	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2396	21	4	15	4	1	2	1	2	4	2	3	2	2	21	1	6	1	1	1	0	1	0	0	0	0	1	1	0	1	60	30
2397	62	1	19	4	1	1	1	1	6	2	3	9	2	21	1	2	1	1	0	0	0	0	0	0	0	1	0	1	2	180	180
2398	62	5	14	4	1	2	1	1	5	2	4	2	1	16	1	8	1	0	0	0	0	1	0	0	0	1	1	0	2	15	60
2399	61	2	13	5	1	1	1	1	1	1	1	1	2	 	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	120	180
2400	61	4	14	4	1	2	1	1	5	3	2	2	2	19	1	2	1	0	0	1	0	0	0	0	1	1	1	0	2	60	90
2401	62	4	17	3	3	2	3	1	5	2	2	2	2	22	1	4	1	1	0	0	0	0	0	0	0	0	0	0	6	30	30
2402	81	2	14	3	1	2	1	2	3	2	2	6	2	 	1	3	1	1	0	0	0	0	1	0	0	1	1	0	1	60	35
2403	21	1	20	1	5	1	1	1	1	1	2	1	2	 	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	60	180
2404	71	5	12	2	1	2	1	2	3	3	4	2	2	14	1	3	1	1	0	0	1	0	0	1	0	1	0	1	5	120	0
2405	11	6	13	4	1	1	1	1	1	1	1	1	2	 	1	6	1	1	1	0	0	1	0	1	1	1	1	0	1	120	240
2406	51	2	21	3	1	2	3	2	3	4	4	6	1	21	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	120	120
2407	71	2	12	6	1	1	2	1	1	1	1	1	2	31	1	5	1	1	1	0	0	0	0	1	1	1	1	0	1	0	600
2408	71	4	21	1	1	2	3	2	2	1	1	2	1	22	1	4	1	1	0	1	1	1	1	1	1	1	1	1	1	540	1440
2409	21	3	14	2	5	1	1	2	6	2	3	2	2	16	1	6	1	1	0	0	0	0	0	0	0	0	1	0	3	50	20
2410	81	4	16	4	1	2	2	2	4	2	4	6	2	21	1	6	1	1	0	0	0	0	0	0	0	1	0	1	4	60	0
2411	61	3	17	5	1	2	1	1	3	2	1	2	1	17	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	360	1200
2412	41	4	13	3	1	2	1	1	3	3	4	2	1	15	1	3	1	1	1	1	1	1	1	1	0	1	1	1	1	480	180
2413	52	5	17	3	1	1	1	2	2	1	3	1	2	31	1	3	1	1	1	1	1	1	1	1	1	1	0	1	1	180	200
2414	62	2	14	4	1	2	1	1	1	1	3	1	2	 	1	5	1	1	1	0	1	0	0	0	1	1	1	1	1	120	120
2415	61	2	12	4	1	2	2	2	2	1	3	1	2	 	1	2	1	1	1	1	1	0	0	1	1	1	1	1	1	90	30
2416	72	2	13	4	1	2	1	2	5	2	4	2	1	14	1	3	1	1	1	1	1	1	0	1	1	1	1	1	1	480	180
2417	62	5	15	3	1	2	2	1	2	1	3	1	2	23	1	8	1	1	0	0	1	0	0	0	0	1	0	0	1	300	0
2418	81	4	14	3	1	2	1	2	2	1	4	7	2	 	1	4	1	1	0	1	0	1	0	1	0	1	1	0	1	120	240
2419	52	1	15	2	1	1	1	2	6	2	1	8	1	17	1	3	1	0	1	0	0	0	0	0	0	1	1	0	6	10	0
2420	11	6	14	2	3	1	1	1	6	3	3	4	2	15	1	2	1	1	0	0	0	0	0	0	0	1	1	0	3	20	0
2421	72	4	14	4	1	2	1	1	6	2	4	2	1	15	1	6	1	1	1	0	0	0	0	0	0	1	1	0	1	180	180
2422	62	5	17	2	3	2	1	2	6	2	2	9	2	22	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	300	180
2423	31	4	14	3	1	2	2	1	6	2	4	8	1	15	1	5	1	1	0	1	0	0	0	0	0	1	1	0	1	180	120
2424	32	2	14	2	2	1	1	1	6	2	3	9	1	16	1	3	0	1	0	0	1	0	0	0	0	1	1	0	2	15	0
2425	31	1	17	3	1	1	1	1	2	1	4	1	1	 	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	180	200
2426	72	3	15	4	1	2	1	1	6	2	1	9	2	21	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2427	11	6	15	2	1	2	1	1	2	1	2	2	1	16	1	3	1	1	0	0	0	0	0	0	0	1	1	0	2	30	60
2428	32	1	16	4	1	1	1	2	6	2	2	9	2	22	1	6	1	0	1	1	0	0	0	1	1	1	1	0	1	180	60
2429	11	6	13	4	1	1	1	2	6	2	2	2	2	18	1	3	1	1	1	0	0	1	0	1	0	1	1	0	2	120	120
2430	11	6	14	4	1	2	2	1	1	1	1	1	1	 	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	320	380
2431	42	4	15	5	2	1	3	2	6	2	1	9	2	22	1	3	0	1	0	0	0	0	0	0	0	0	1	0	5	30	0
2432	42	2	14	5	1	2	1	2	2	1	3	1	2	 	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	120	300
2433	71	5	14	4	1	2	1	1	3	2	2	2	1	18	1	3	1	1	1	0	1	0	0	0	0	1	0	1	2	30	30
2434	62	5	14	3	1	2	2	2	2	1	4	2	2	23	1	6	1	1	1	1	0	0	0	1	0	1	0	0	1	180	120
2435	32	3	13	4	1	1	1	2	4	1	1	1	1	13	1	6	1	1	1	1	0	0	1	1	1	1	1	0	1	300	120
2436	62	5	14	4	1	1	1	1	3	2	3	2	1	16	1	3	1	1	1	1	1	1	1	1	0	1	1	0	1	480	180
2437	71	5	14	5	1	2	1	2	6	4	2	2	2	 	1	4	1	0	0	0	0	0	0	0	0	1	1	0	6	20	20
2438	61	4	15	5	1	2	1	1	5	2	3	2	1	17	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	200	200
2439	72	1	11	6	1	1	2	1	6	2	3	2	1	13	1	2	1	1	1	0	1	0	0	0	0	1	1	1	1	210	180
2440	21	3	13	6	1	1	2	1	3	4	2	2	1	16	1	1	1	1	1	1	0	0	0	0	1	1	1	0	5	15	40
2441	42	3	16	6	1	2	3	1	5	1	1	2	1	17	1	2	1	0	1	0	0	1	0	1	0	0	0	0	1	30	30
2442	71	2	13	3	1	1	2	2	6	2	4	2	2	16	1	8	1	1	1	0	0	0	0	0	0	1	1	1	2	180	120
2443	21	2	13	5	1	2	1	1	1	1	3	1	2	 	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	350	180
2444	31	1	17	2	1	1	1	2	5	2	1	2	2	22	1	3	1	0	0	0	0	0	1	0	0	0	1	0	1	120	180
2445	11	6	13	4	1	1	2	1	1	1	2	1	2	31	1	3	1	1	1	0	1	0	0	0	0	0	0	1	2	30	30
2446	51	3	16	4	1	2	1	1	5	2	1	2	1	16	1	3	1	1	1	1	1	1	0	1	1	1	1	0	3	60	60
2447	31	2	14	5	1	2	2	2	5	4	4	2	1	15	1	6	1	1	1	1	1	1	0	0	0	1	1	0	3	60	30
2448	42	4	13	4	1	1	1	2	6	4	4	2	1	19	1	1	1	1	0	0	1	0	0	0	0	1	1	0	2	20	10
2449	11	6	15	2	1	1	1	2	2	1	3	1	2	27	1	8	1	1	1	1	1	1	1	1	0	1	1	1	1	500	400
2450	62	5	14	4	 	2	3	2	4	2	3	2	1	17	1	6	1	1	0	0	1	0	0	0	0	1	1	0	2	30	20
2451	31	4	14	4	1	1	1	2	5	2	3	2	2	19	1	1	1	1	0	0	1	0	1	0	0	1	0	0	4	75	0
2452	62	5	13	4	1	1	1	2	5	2	4	2	1	15	1	3	1	1	1	0	1	0	0	0	1	1	1	1	5	180	180
2453	32	5	16	2	1	2	1	2	6	2	1	2	2	20	2	1	1	1	1	1	1	1	0	0	0	1	1	0	2	120	180
2454	31	2	17	2	1	1	3	1	3	1	1	2	1	19	1	4	1	1	1	1	0	0	1	0	1	1	1	0	1	120	240
2455	21	1	13	8	1	1	1	1	1	1	1	1	1	 	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	60	120
2456	11	6	15	4	1	2	1	2	5	2	4	7	2	26	1	3	1	1	0	0	1	1	0	1	0	1	1	1	2	50	0
2457	61	3	14	4	1	2	3	2	1	1	3	1	2	 	1	6	1	1	1	1	1	1	0	1	1	1	1	0	2	30	60
2458	81	2	13	2	1	2	3	2	5	4	2	5	2	13	1	8	0	0	0	0	0	0	0	0	0	1	0	0	1	20	15
2459	21	4	13	4	1	2	1	1	5	2	3	2	1	16	1	6	1	1	1	1	0	0	0	0	0	1	1	0	1	120	30
2460	61	4	13	3	1	1	2	1	4	4	4	2	1	18	1	6	1	1	1	0	0	0	0	0	0	1	0	1	1	45	90
2461	71	3	14	3	1	1	1	1	6	2	4	2	2	17	1	8	1	1	1	0	1	1	0	0	0	1	1	1	2	120	400
2462	61	1	15	5	1	2	1	2	1	1	1	1	2	 	1	3	1	1	0	1	0	0	0	1	1	0	1	0	1	120	180
2463	61	4	14	4	1	2	3	2	1	1	3	1	2	 	1	8	1	1	1	0	1	1	1	1	1	1	1	0	1	120	180
2464	71	4	15	3	1	1	1	1	1	1	2	9	2	24	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	180	180
