id	reg	vb	hinc	hmem	hint	fixline	hcar	sex	agecat	marits	red	empst	hhead	pinc	sim	seg_ls	q74#1	q74#2	q74#3	q74#4	q74#5	q74#6	q74#7	q74#8	q74#9	q65#13	q65#17	q65#18	q40_23	q75_1	q78_1
664	11	6	14	3	1	2	1	1	3	2	4	2	1	15	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	240	120
665	11	6	13	3	1	1	1	2	2	1	2	2	2	16	1	7	1	1	1	1	1	1	1	1	1	1	1	0	3	180	240
666	51	5	14	4	1	1	2	1	1	1	1	1	1	 	1	4	1	1	1	1	0	1	0	1	1	1	1	0	1	120	180
667	11	6	14	3	1	2	1	1	3	2	3	2	1	15	1	3	1	1	1	1	1	1	1	1	0	1	1	1	1	300	360
668	21	4	16	3	1	2	1	2	2	3	1	7	2	29	1	3	1	0	0	0	0	0	0	0	0	1	0	1	1	300	420
669	21	3	19	3	1	1	1	2	6	2	1	9	2	24	2	6	1	1	1	1	0	0	1	1	1	1	0	1	5	100	100
670	42	2	16	3	1	1	1	2	6	4	2	8	1	22	1	4	0	1	0	0	0	0	0	0	0	0	1	0	6	60	180
671	61	2	14	2	1	1	1	1	6	4	1	2	1	15	1	5	1	0	0	0	0	0	0	0	0	1	1	0	5	20	60
672	41	2	17	3	1	2	1	2	2	2	2	1	2	 	1	3	1	1	1	0	0	0	1	1	0	1	0	1	1	120	180
673	11	6	16	5	1	1	1	2	6	2	2	9	2	 	1	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
674	51	3	13	4	3	2	2	1	1	1	1	1	2	 	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	240	300
675	81	4	14	3	1	2	1	2	1	1	2	1	2	 	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	120	60
676	62	1	13	4	1	2	2	1	2	1	3	1	2	 	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	360	600
677	62	2	16	10	2	2	1	2	4	2	1	6	1	19	1	4	1	0	0	0	0	0	0	0	0	0	0	1	2	90	120
678	52	4	15	4	1	2	1	1	4	2	3	2	1	16	1	8	1	1	1	0	1	0	0	1	1	1	1	0	1	30	60
679	52	1	14	2	1	2	2	1	5	2	2	4	1	15	1	6	1	1	0	0	0	0	0	0	0	1	0	0	1	45	60
680	11	6	13	5	1	2	1	2	2	4	1	6	1	21	1	3	1	1	1	1	0	0	0	0	0	1	1	0	2	180	240
681	52	1	15	4	1	2	2	1	5	2	3	5	1	17	1	7	0	0	1	0	0	0	0	0	0	0	0	0	1	20	0
682	81	3	16	4	1	2	1	1	4	2	1	2	1	16	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	60	60
683	81	4	18	4	1	1	3	2	3	2	1	6	2	20	1	3	1	1	1	1	1	0	0	1	1	1	1	0	1	180	120
684	81	4	13	3	1	1	2	1	6	2	2	9	2	22	1	3	1	1	1	0	0	1	0	0	1	1	1	0	1	60	120
685	31	3	15	2	1	2	1	1	6	2	2	9	2	26	1	4	1	1	1	0	0	1	0	1	0	1	0	1	1	60	120
686	81	4	14	7	1	1	3	2	1	1	2	1	1	31	1	3	1	1	0	1	0	1	1	1	1	1	1	0	3	180	320
687	71	4	13	4	1	2	1	2	5	2	3	2	2	15	1	3	1	1	1	0	1	1	0	0	0	1	0	0	1	60	80
688	42	4	16	2	1	2	3	1	4	3	2	2	1	16	1	1	1	1	1	1	0	0	1	0	0	1	0	0	2	120	60
689	32	5	13	3	1	2	2	1	2	1	3	2	2	16	1	5	1	1	0	1	0	0	0	0	0	1	1	0	4	20	120
690	81	2	16	4	1	2	3	2	1	1	1	1	2	 	1	5	1	0	1	1	0	0	1	0	1	1	0	0	1	90	180
691	61	4	13	4	1	1	3	1	6	2	1	9	2	20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	60
692	81	3	15	4	1	1	1	1	4	2	2	2	1	16	1	3	1	1	1	0	1	0	0	0	0	1	1	0	1	20	60
693	21	4	16	4	1	1	1	2	4	1	3	6	2	22	1	3	1	1	1	0	1	0	1	1	1	1	0	0	1	240	60
694	72	4	15	4	1	1	2	2	6	1	4	2	1	17	1	7	1	1	1	0	0	0	0	1	1	1	1	0	1	60	180
695	53	4	22	2	1	1	1	2	5	4	1	9	1	22	1	6	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
696	42	4	15	2	1	2	3	2	5	1	4	2	1	15	1	4	1	1	1	0	0	1	1	0	0	1	1	0	4	60	15
697	42	4	14	3	1	1	1	2	5	2	3	2	2	17	1	4	1	1	1	0	1	0	0	0	0	1	1	0	2	60	0
698	71	1	14	3	1	1	1	1	3	1	1	4	1	14	1	5	1	1	0	0	0	1	0	1	1	1	0	1	1	60	120
699	53	3	15	4	1	1	3	2	5	2	3	2	2	20	1	3	1	1	1	0	1	0	0	0	0	1	1	0	1	120	120
700	11	6	14	2	 	2	1	1	4	2	4	2	2	17	1	2	1	1	1	0	1	1	0	0	0	0	0	1	2	50	0
701	42	4	14	4	1	2	1	2	1	1	2	1	1	 	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	150	350
702	52	3	16	3	1	1	1	1	1	1	1	1	2	 	1	5	1	1	1	1	0	0	1	1	1	1	1	0	1	120	240
703	42	3	13	3	2	2	1	1	4	2	4	2	1	14	1	5	1	1	1	0	0	0	0	0	0	1	0	1	1	30	0
704	81	5	24	1	1	2	3	2	3	1	4	1	2	24	1	4	1	1	1	0	1	1	0	1	1	1	0	1	1	180	180
705	31	5	14	2	1	2	1	2	3	3	3	2	1	17	1	6	1	1	1	0	1	1	0	0	0	1	1	0	1	120	60
706	31	2	16	3	1	1	1	2	3	2	3	6	2	16	1	6	1	1	1	0	1	0	0	0	0	1	0	0	2	120	120
707	52	2	14	4	1	2	1	2	3	2	3	6	2	22	1	1	1	0	0	0	0	0	0	1	0	1	1	0	4	30	60
708	32	1	14	3	1	1	1	2	5	2	4	2	1	15	1	3	1	1	0	0	1	0	0	0	0	1	1	1	1	20	20
709	51	2	13	4	1	1	2	1	1	1	1	1	2	 	1	1	1	1	1	1	0	0	0	0	1	1	0	0	2	30	180
710	62	5	14	4	1	1	1	1	4	2	4	2	1	17	1	6	1	1	1	0	1	0	1	0	0	1	1	0	1	60	30
711	42	5	17	3	1	2	1	1	2	3	2	2	1	19	1	3	1	0	1	0	1	1	0	1	1	1	1	0	1	120	120
712	61	3	13	5	1	2	1	2	5	2	1	2	2	19	1	2	1	1	0	0	0	0	1	0	0	1	1	0	2	60	20
713	11	6	14	2	1	1	3	2	6	1	4	2	1	15	1	3	1	1	1	0	0	0	0	1	0	1	0	1	1	260	10
714	11	6	14	3	1	1	1	1	4	2	4	2	1	14	1	2	1	0	0	0	0	0	0	0	0	1	0	0	3	240	120
715	81	2	13	4	1	2	2	1	6	2	1	2	1	17	1	3	1	1	1	0	0	1	0	1	1	1	1	0	1	60	90
716	42	4	17	3	1	2	3	1	2	1	2	2	1	17	1	5	1	1	0	1	0	1	1	0	0	1	0	1	1	60	0
717	41	2	14	5	1	1	1	2	5	2	4	4	2	30	1	3	1	1	1	0	1	1	0	0	0	1	1	1	1	60	60
718	81	2	13	4	1	1	2	2	6	2	3	9	2	22	1	3	1	1	0	0	0	0	0	1	0	1	1	0	4	30	20
719	53	2	16	4	1	2	3	2	4	2	1	2	1	19	1	6	1	1	1	1	0	0	1	1	1	1	1	0	1	190	300
720	72	4	15	4	1	1	1	2	2	1	1	1	2	 	1	3	1	1	0	0	0	0	0	0	0	1	1	0	2	20	70
721	31	3	13	4	1	2	2	2	5	2	3	2	2	18	1	4	1	1	0	0	0	0	0	0	0	1	1	0	3	40	0
722	62	5	14	4	1	1	1	1	6	2	4	2	1	15	1	2	1	0	1	0	1	0	0	1	0	1	1	1	3	60	0
723	32	1	13	4	1	1	2	1	4	2	3	2	1	14	1	3	1	1	1	0	0	0	0	0	0	1	1	0	2	60	180
724	81	5	13	3	1	1	2	2	5	2	3	4	1	13	1	3	1	1	0	0	1	0	0	0	0	1	1	0	1	60	60
725	52	4	15	3	1	2	1	2	2	3	1	2	2	22	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	60	120
726	21	4	14	5	1	1	1	1	1	1	3	1	1	 	1	8	1	1	0	1	1	0	1	1	1	1	1	1	1	100	200
727	11	6	16	3	1	2	1	1	4	2	3	2	1	18	1	6	1	1	1	0	0	0	0	1	0	1	1	1	1	200	120
728	62	3	20	1	1	2	3	2	6	5	1	8	1	20	1	3	0	1	0	1	0	0	0	0	0	0	1	0	4	30	180
729	11	6	16	3	1	2	3	1	4	2	1	2	1	21	1	3	1	1	1	1	0	0	1	1	1	1	1	0	2	30	100
730	52	2	15	4	1	1	1	2	4	1	4	1	2	31	1	7	1	1	1	0	0	0	0	0	0	1	1	0	3	180	180
731	61	1	14	4	1	2	3	1	4	2	3	2	1	17	1	3	1	1	1	0	0	1	0	0	0	1	1	0	1	30	60
732	81	5	15	4	1	2	1	1	3	2	2	2	1	16	1	6	1	1	1	1	0	1	0	1	1	1	1	0	1	180	240
733	41	4	14	5	1	2	1	1	6	2	2	2	1	17	1	3	1	1	0	0	1	0	0	0	0	1	1	0	1	300	300
734	81	4	15	3	1	2	2	2	5	3	1	2	2	19	1	7	1	1	1	1	1	1	1	1	1	1	1	0	1	200	300
735	32	2	14	5	1	2	2	2	5	2	1	6	2	20	1	3	1	0	0	0	0	0	0	0	0	1	1	0	4	30	60
736	61	1	16	3	1	1	1	2	3	4	2	2	1	25	1	4	1	1	1	1	1	1	1	1	0	1	0	0	1	120	240
737	62	5	14	3	1	1	1	2	4	2	4	2	2	17	1	3	1	1	1	0	1	1	1	1	0	1	1	0	1	90	90
738	32	3	16	2	1	2	1	1	2	1	3	1	2	31	1	5	1	1	1	0	0	0	0	1	1	1	1	1	1	240	60
739	52	4	16	2	4	2	1	2	5	4	2	2	1	22	1	4	1	0	1	1	1	1	1	0	0	1	1	0	1	180	180
740	42	4	14	5	1	2	3	2	5	2	1	2	2	24	1	2	1	1	0	1	1	1	1	1	0	1	0	0	5	120	240
741	62	4	14	3	1	1	2	2	3	1	4	1	2	31	1	6	1	1	0	0	0	0	0	1	0	1	1	0	2	20	20
742	62	5	14	4	1	2	1	1	4	2	4	2	1	14	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	120	100
743	71	4	13	4	1	2	2	1	5	2	3	2	1	16	1	2	1	1	1	0	1	1	0	1	1	1	1	1	2	30	60
744	72	4	14	3	1	2	2	2	6	2	4	2	1	15	1	6	1	1	0	0	0	0	0	0	0	0	0	0	6	20	0
745	11	6	13	3	1	1	1	2	6	2	4	2	1	15	1	3	1	1	1	1	0	0	0	0	0	1	1	0	2	60	20
746	31	1	19	3	1	2	3	2	5	4	1	2	1	25	1	3	1	0	0	1	0	1	0	0	0	0	0	0	5	30	50
747	31	2	15	2	1	2	1	1	6	2	3	2	1	17	1	6	1	1	1	1	0	0	0	1	0	1	1	0	1	120	120
748	72	2	14	4	1	2	1	2	5	2	4	2	1	16	1	2	1	1	1	0	1	0	0	0	0	1	1	0	2	120	60
749	71	2	15	1	2	1	1	1	6	2	3	9	2	21	1	6	1	1	0	0	0	0	0	0	0	1	0	0	5	60	60
750	42	4	17	2	1	2	1	2	2	3	2	2	2	22	1	3	1	1	1	0	0	0	0	1	1	1	1	1	1	200	300
751	72	4	13	5	1	2	1	2	1	1	1	1	2	 	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	240	300
752	32	1	31	4	1	2	3	1	1	3	3	1	1	31	1	6	1	1	1	1	1	1	1	1	1	1	1	0	1	60	180
753	52	1	15	4	1	2	2	2	4	2	4	5	2	15	1	6	1	1	0	0	0	0	0	0	0	1	0	0	1	60	0
754	31	2	21	4	1	1	2	2	5	2	4	2	1	21	1	3	1	0	0	0	0	0	0	0	0	1	1	1	6	0	30
755	81	3	16	3	1	1	1	2	5	2	3	6	2	31	1	3	1	1	0	0	1	1	0	1	1	1	1	0	3	100	100
756	42	2	14	4	1	2	1	2	5	2	2	2	1	18	1	6	0	1	1	1	0	1	0	1	1	0	1	0	1	30	60
757	11	6	13	5	1	1	2	2	3	2	2	6	2	22	1	3	1	1	1	1	1	1	1	0	1	1	1	0	1	60	60
758	21	1	13	3	1	2	2	2	6	5	2	9	1	22	1	3	1	0	0	1	0	0	0	0	0	1	1	0	1	180	240
759	21	4	18	4	1	2	1	2	5	2	1	6	2	23	1	4	1	1	0	0	0	0	1	1	1	1	1	0	1	60	120
760	62	2	15	2	1	2	1	2	3	2	3	6	2	21	1	3	1	1	1	1	1	1	1	1	1	1	1	0	1	120	180
761	32	2	14	3	1	2	1	2	4	2	3	2	2	17	1	2	1	1	1	0	1	1	0	1	0	1	1	0	1	120	120
762	71	3	15	3	1	1	3	1	1	1	1	1	2	 	1	8	1	1	1	1	0	1	0	1	1	1	0	1	1	90	150
763	11	6	15	3	1	1	1	1	5	2	2	4	1	18	1	3	1	1	1	0	1	0	0	0	0	1	1	0	5	120	60
764	81	4	14	3	1	1	1	1	4	4	1	2	1	19	1	8	0	1	0	0	0	1	0	0	0	0	1	0	4	30	30
765	11	6	13	3	1	2	1	2	4	4	3	2	1	18	1	3	1	1	1	1	0	1	1	1	1	1	1	0	1	60	120
766	21	4	13	4	1	1	3	1	1	1	3	1	2	31	1	2	1	1	1	1	0	0	0	1	1	1	1	1	1	180	360
767	21	1	15	5	1	1	1	2	1	1	3	1	2	 	1	6	1	1	1	1	0	0	1	1	1	1	1	0	2	60	120
768	62	5	17	2	1	2	1	1	2	3	2	2	1	17	1	6	1	0	0	0	0	0	0	0	0	0	0	0	2	30	60
769	41	4	14	2	1	2	3	1	3	2	1	2	2	20	1	1	0	1	0	0	0	0	0	1	1	1	1	0	2	40	60
770	72	2	12	4	1	2	2	1	3	1	4	2	2	19	1	2	1	1	1	0	1	0	1	1	1	1	0	1	2	40	80
771	72	2	13	4	1	1	1	1	5	2	4	2	1	15	1	7	1	1	1	0	1	1	1	1	0	1	1	0	1	240	120
772	81	5	15	3	1	2	1	2	3	1	4	1	2	31	1	6	1	1	1	0	1	1	0	1	0	1	0	1	1	60	120
773	52	2	14	5	1	2	1	2	3	3	1	4	1	17	1	8	1	1	1	1	1	1	0	1	0	1	1	0	1	120	120
774	21	4	13	3	1	2	2	2	4	2	2	6	2	22	1	3	1	1	1	0	0	0	1	0	0	1	0	1	3	30	120
775	81	5	15	3	1	1	1	2	3	2	4	6	2	22	1	3	1	1	1	0	1	1	1	1	0	1	1	1	3	30	45
776	62	5	13	6	1	2	2	1	3	2	1	2	1	14	1	3	1	1	0	1	0	0	0	0	0	0	0	0	5	15	30
777	72	2	14	3	1	2	1	1	3	1	2	2	2	19	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	120	240
778	71	3	13	4	1	1	1	2	5	2	4	2	2	16	1	3	1	1	1	0	0	0	0	0	0	1	0	0	2	30	30
779	41	3	15	5	1	2	2	1	4	2	2	4	1	15	1	1	0	1	0	0	0	0	0	0	0	1	1	0	2	60	60
780	62	3	13	5	1	1	1	1	4	2	4	2	1	14	1	6	1	1	1	0	1	1	0	1	1	1	1	1	2	120	10
781	52	1	16	1	3	1	2	1	4	1	4	2	1	16	1	3	1	1	0	0	1	0	0	0	0	1	1	0	3	40	30
782	81	5	21	2	1	2	1	1	3	1	2	2	1	21	1	4	1	1	1	0	1	0	1	1	0	0	0	0	1	180	360
783	31	1	14	6	1	1	2	2	6	2	2	9	2	27	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
784	81	4	16	2	1	1	3	1	2	1	1	2	2	22	1	4	1	1	1	1	1	0	1	1	1	1	1	0	1	720	720
785	62	3	14	4	1	2	1	2	5	2	1	2	2	22	2	1	1	0	0	0	0	0	0	0	0	1	0	0	6	5	10
786	21	1	16	3	2	1	1	1	6	4	3	4	1	17	1	6	1	1	0	0	1	1	0	1	0	1	0	0	2	30	30
787	81	2	11	6	1	1	2	1	1	1	2	1	1	25	1	8	1	1	1	0	0	1	1	1	1	0	1	1	1	500	1000
788	81	5	11	4	1	1	1	1	2	1	4	1	2	 	1	6	1	0	1	0	0	0	0	1	0	1	1	1	2	300	300
789	81	3	14	4	1	1	1	2	4	2	3	2	2	20	1	6	1	1	1	1	0	1	0	1	1	1	1	0	1	120	200
790	11	6	14	4	1	1	2	1	1	1	3	1	1	 	1	8	1	1	1	1	0	1	1	1	1	1	1	0	1	120	180
791	81	4	14	3	1	2	1	1	3	2	1	2	1	17	1	3	1	1	0	1	1	1	1	1	1	1	0	1	1	200	200
792	32	2	16	2	1	2	3	2	6	2	1	2	1	18	2	5	1	1	1	1	0	1	0	1	1	1	0	0	6	300	240
793	21	2	13	5	1	1	2	2	5	2	2	2	2	18	1	3	1	0	1	0	0	1	0	0	0	1	1	0	5	60	0
794	41	4	15	2	1	2	1	2	2	3	3	2	1	21	1	6	1	1	1	1	0	0	1	1	0	1	1	0	1	70	30
795	11	6	12	4	1	2	1	2	5	2	4	2	1	12	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	10	20
796	71	1	15	5	1	2	1	1	4	2	1	7	2	31	1	3	1	1	0	1	0	0	0	0	1	1	1	0	2	240	600
797	71	2	14	6	1	1	2	2	4	2	1	6	1	22	1	1	1	1	1	1	1	0	0	0	0	1	1	0	2	120	60
798	31	4	15	4	4	1	2	1	5	2	2	2	1	19	1	4	1	1	1	1	0	0	0	0	0	1	1	0	2	30	20
799	41	4	14	5	1	2	1	2	6	2	3	2	2	19	1	3	1	1	1	0	1	1	0	0	1	1	0	0	2	60	120
800	21	4	15	4	1	1	1	1	1	1	3	2	2	18	1	4	1	1	0	1	1	1	1	1	1	1	0	1	1	60	360
801	21	4	14	3	1	1	1	1	5	2	2	2	2	18	1	8	1	1	0	0	0	0	0	0	0	1	1	0	1	60	120
802	81	5	14	5	1	2	1	2	4	2	2	2	2	22	1	3	1	1	0	0	0	0	0	1	0	1	1	0	1	60	30
803	62	4	14	4	1	2	1	1	5	2	3	2	1	14	1	3	1	1	0	1	0	0	0	0	0	1	1	1	4	60	50
804	62	3	14	4	1	1	1	1	6	2	4	8	1	16	1	3	0	1	0	0	0	0	0	0	0	1	0	0	4	10	15
805	42	2	14	4	1	1	1	1	5	2	2	2	1	17	1	3	1	1	1	1	1	0	0	1	1	1	1	0	2	120	180
806	11	6	18	1	1	1	1	1	5	4	4	2	1	18	1	3	1	1	1	0	0	1	1	1	0	1	0	1	1	360	240
807	81	2	13	5	1	2	1	1	2	1	4	1	2	 	1	6	1	1	1	1	1	1	0	1	1	1	1	1	1	240	240
808	52	1	14	1	1	2	1	1	6	5	4	8	1	14	1	2	1	1	1	0	0	1	0	1	0	1	1	0	1	110	120
809	81	1	14	5	1	2	1	2	4	2	4	2	2	17	1	6	1	1	1	0	1	1	0	1	1	1	1	0	1	5	8
810	11	6	13	4	1	1	1	1	5	2	4	2	1	13	1	3	1	0	0	0	1	0	0	0	0	1	1	0	1	360	120
811	51	1	13	3	1	1	2	2	4	2	3	5	1	15	1	6	1	1	1	0	0	0	0	0	1	1	1	1	3	60	30
812	11	6	14	2	1	2	1	2	3	3	3	2	1	16	1	6	1	1	1	0	0	0	0	0	0	0	0	0	1	120	0
813	11	6	14	3	1	1	2	2	6	2	2	2	2	22	1	3	0	1	0	0	0	0	0	0	0	1	1	0	3	30	15
814	32	2	13	5	1	2	2	1	1	1	1	1	2	 	1	3	1	1	0	0	0	1	0	0	0	1	0	0	1	65	90
815	71	1	16	3	1	2	3	2	3	2	4	6	1	20	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	120	200
816	71	4	14	4	1	2	1	2	6	4	1	8	2	26	2	4	1	1	1	1	1	0	1	1	1	1	1	0	2	120	200
817	52	4	13	4	1	1	2	2	5	2	4	2	2	16	1	3	1	0	0	0	0	0	0	0	0	1	0	0	5	30	60
818	32	2	14	3	1	1	1	2	3	2	4	2	2	19	1	2	1	1	1	0	0	0	0	1	0	0	1	0	1	120	120
819	61	4	15	4	1	2	1	2	6	5	1	8	1	20	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	20	20
820	21	4	12	5	1	1	1	2	5	4	3	4	1	13	1	3	1	1	1	0	1	0	0	1	1	1	1	1	1	300	120
821	21	3	14	3	1	2	1	1	3	2	1	2	1	15	1	7	1	1	1	0	1	1	1	0	0	1	0	1	2	60	120
822	61	4	13	4	1	2	1	1	2	1	1	2	2	19	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	180	240
823	21	2	22	3	1	1	1	2	2	1	1	1	2	23	1	1	1	1	0	0	0	0	0	1	0	0	0	0	2	20	30
824	53	1	18	3	1	1	1	2	4	2	4	6	2	22	1	3	1	1	1	0	1	1	1	0	0	1	1	0	1	310	200
825	31	3	12	6	1	2	2	2	6	2	1	9	2	22	1	4	1	0	1	0	0	0	0	0	0	0	0	0	5	10	0
826	42	4	14	2	2	2	1	2	6	2	3	2	2	16	1	3	1	1	1	1	1	1	0	0	0	1	0	0	2	30	60
827	62	2	16	3	1	2	1	2	3	2	2	2	2	22	1	3	1	1	1	0	1	0	0	0	1	1	1	0	1	90	180
828	11	6	17	4	1	2	1	2	5	2	3	2	1	17	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	600	0
829	42	2	15	4	1	2	1	1	4	2	2	2	1	17	1	6	1	0	1	0	0	0	0	0	0	1	1	0	6	30	60
830	53	3	13	4	1	1	1	2	4	2	4	2	2	16	1	6	1	1	1	1	0	0	0	1	1	0	0	0	1	90	60
831	32	3	14	4	1	1	1	1	4	2	4	2	1	15	1	3	1	1	1	1	1	1	0	1	1	1	1	0	1	60	120
832	71	3	14	3	3	1	1	2	4	2	4	6	2	21	1	6	1	1	1	0	0	0	0	0	0	1	1	0	1	30	30
833	53	4	18	4	1	1	1	2	1	1	2	1	1	 	1	3	1	1	1	1	0	1	1	1	1	1	1	1	1	360	720
834	62	5	14	1	1	1	1	1	6	2	3	2	2	18	1	3	0	1	0	0	1	0	0	0	1	1	1	0	3	60	60
835	31	1	13	3	1	2	1	2	2	1	2	9	2	22	1	6	1	1	0	0	0	0	0	0	1	1	0	0	2	30	60
836	62	5	17	3	1	2	1	2	2	2	2	2	2	21	1	3	1	1	1	0	1	0	0	1	0	1	0	1	1	80	30
837	21	2	14	3	1	1	1	2	5	2	4	2	1	15	1	3	1	1	1	0	1	1	0	0	0	1	1	1	3	420	120
838	72	1	12	8	1	2	2	2	5	2	1	6	2	23	1	3	1	1	1	0	1	1	0	1	0	1	1	0	1	300	300
839	21	4	12	4	1	1	2	2	6	2	4	2	1	14	1	3	1	1	1	0	1	1	0	1	1	1	1	1	5	60	90
840	42	3	13	4	1	1	1	1	5	2	4	2	1	14	1	6	1	1	1	1	1	1	0	0	0	1	1	1	1	60	300
841	61	2	13	3	1	1	2	2	6	4	1	8	1	16	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	45	45
842	62	4	15	4	1	1	2	1	5	3	3	2	1	18	1	4	1	1	1	0	1	0	0	0	0	1	0	0	2	220	20
843	53	1	15	1	1	2	1	2	1	1	3	1	1	 	1	6	1	1	0	1	0	0	0	0	1	1	0	0	2	120	120
844	62	3	14	4	1	1	2	1	1	1	2	4	2	19	1	5	1	1	1	0	0	0	0	0	0	1	0	0	1	240	60
845	42	5	16	3	1	2	1	1	4	3	2	4	1	19	1	5	1	1	0	1	0	0	0	0	0	1	1	0	1	120	60
846	52	5	14	4	1	1	1	2	5	2	1	7	2	31	1	3	1	1	1	1	1	1	1	1	0	1	1	0	1	120	30
847	41	1	14	4	1	2	1	2	3	2	2	2	2	19	1	2	1	1	1	0	1	0	0	1	1	1	1	0	3	60	60
848	61	4	15	2	1	2	1	2	5	2	1	2	2	23	1	4	0	0	1	0	0	1	0	1	0	1	1	1	1	60	180
849	71	2	13	5	1	2	1	1	2	1	2	2	1	21	1	8	1	0	1	0	0	1	1	1	0	1	1	0	1	30	120
850	32	1	14	5	1	1	1	1	1	1	1	1	2	 	1	7	1	1	1	1	1	0	1	1	1	1	0	1	1	120	600
851	11	6	16	4	1	1	2	2	4	3	3	2	1	17	1	6	1	1	0	1	0	1	0	1	1	1	0	1	3	120	300
852	21	3	14	3	1	1	3	1	6	2	3	2	2	19	1	7	0	1	0	0	0	0	0	0	0	0	0	0	6	50	70
853	81	4	15	4	1	2	1	2	3	3	1	6	2	15	1	3	1	1	1	1	0	0	1	1	1	1	1	0	1	240	240
854	11	6	16	4	1	1	1	2	6	2	4	8	2	18	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	120	120
855	11	6	15	3	1	2	3	1	1	1	1	1	2	 	1	7	1	1	1	1	0	0	1	1	1	1	1	0	1	70	80
856	61	1	13	5	1	1	2	1	6	2	3	2	1	18	1	4	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0
857	71	2	13	4	1	1	1	1	1	1	1	1	2	 	1	7	1	0	1	0	0	1	0	1	0	1	1	0	1	90	120
858	31	5	15	2	1	2	3	1	2	1	1	2	1	18	1	8	1	1	0	0	0	1	1	1	1	1	1	0	1	240	360
859	62	5	19	2	1	2	1	2	2	3	4	1	2	31	1	6	1	1	1	0	1	0	0	1	1	1	1	0	1	240	240
860	21	4	15	3	1	2	1	1	6	5	2	2	2	19	2	1	1	0	0	1	1	1	0	0	0	0	0	0	5	60	90
861	11	6	12	4	1	1	2	1	6	2	4	2	1	14	1	3	1	1	0	0	0	0	0	0	0	1	1	0	5	30	0
862	62	1	13	4	1	2	2	2	1	1	3	2	1	19	1	2	1	1	1	0	1	0	1	1	1	1	1	0	1	240	100
863	41	3	15	5	1	1	1	1	3	2	1	2	2	16	1	2	1	1	1	0	1	1	0	1	1	1	1	1	2	120	60
864	72	1	14	4	1	2	2	2	1	1	3	1	1	 	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	240	360
865	21	4	12	4	1	1	2	2	2	1	2	1	2	 	1	6	1	0	1	0	0	0	0	0	0	0	0	0	2	30	30
866	62	5	17	2	3	2	1	2	4	2	4	2	2	17	1	2	1	1	1	0	0	0	0	0	0	1	1	0	1	300	0
867	21	3	16	3	1	2	3	2	2	1	4	2	1	18	1	6	1	1	1	0	1	1	0	1	0	1	1	0	2	20	120
868	21	2	16	3	1	1	2	1	4	2	4	2	2	19	1	3	1	1	1	0	1	0	0	0	0	1	1	1	2	30	60
869	81	4	16	1	1	2	1	1	3	1	2	7	1	16	1	5	1	0	0	0	0	0	0	0	0	1	1	1	1	420	120
870	72	1	14	6	1	1	2	2	1	1	1	1	1	 	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	60	120
871	11	6	11	4	1	1	1	1	1	1	1	1	2	 	1	6	1	1	0	1	0	0	0	1	1	1	1	0	1	120	400
872	52	2	13	4	1	2	2	1	4	2	4	2	1	13	1	3	1	1	1	0	1	0	0	1	1	1	1	1	1	80	60
873	81	4	14	4	1	1	2	1	2	1	2	2	2	21	1	4	1	1	1	0	0	0	1	1	1	1	0	1	1	120	30
874	62	3	14	4	1	2	1	2	6	4	1	8	2	30	1	2	0	1	1	0	1	0	0	0	0	1	0	0	5	30	120
875	11	6	15	4	1	2	1	2	3	2	3	6	2	19	1	2	1	0	0	0	1	1	1	0	0	1	1	0	1	120	0
876	81	4	15	3	1	2	1	2	2	1	3	1	2	 	1	6	1	1	0	0	0	0	0	1	0	1	1	0	1	120	300
877	81	4	14	4	1	2	2	1	5	2	3	2	1	16	1	2	1	0	1	0	1	0	0	1	0	1	0	0	1	120	60
878	42	3	15	1	1	1	1	1	6	2	3	2	2	19	1	2	1	0	0	0	0	1	1	1	0	1	1	0	2	240	360
879	81	3	16	5	1	2	1	2	4	2	4	6	2	20	1	3	1	1	1	0	1	0	0	0	0	1	0	0	1	160	60
